,review_comments,star_rating
525,I loved the game but some features were not so likable such as the rate at which the healthbar went down was quite fast in my opinion. Also the prices for a lot of things are extraordinarily high. Overall great game though five stars!  '),5
526,"Addictive, amazing game with beautiful animations. The hardest thing is to get dust/cards. Suggestions - add some kind of bonus system from time to time, where completing something you can get rewards, improving your decks a bit faster. Another suggestion is that there could be other events not just tawern brawls.  ')",5
527,"I love this game as it really gives me nostalgic vibes. The music/sound is of higher quality, the graphics and animation is smooth, the controls are good, the fresh new menu UI is a nice addition, great additions of the spindash and Tails and Knuckles, and achievements. The only problem is that there are ads, which is understandable, but they do get annoying really fast and it's unplayable offline unless you pay 99Â¢ to remove the ads. But it's a reasonable price. Overall, this is a superior port.  "")",5
530,Thank u can U make more animal transformers like grimlock or one of the other dinosaurs transformers  '),5
531,"EDIT - Recently started playing this again. Seem to have lost EVERYTHING. All the plagues I had paid for and unlocked. There isn't the option for cheats anymore, not that I want to use them right now but I paid for them?! Tried restoring purchases and nothing =/ I had literally unlocked the game in its entirety and paid for the rest but nada, nothing =(  "")",5
532,"It is cute and fun, my little sister loves it. ÄÅ¸ËÆ  ')",4
537,i wanna say thanks to the devs for making a game that is supported on the google chromebook 3!!!! please make modern combat 5 the same way!!!! the graphics are really good for the little bit of ram that this has and it is truly fun to play!!!! please get back to me if you can with any updates or info on other games tht you will be putting out that will work with the chrome book! if other devs would be half as smart as you guys then the marketplace for chromebook would be a lot better place. thanks again guys!!! p.s. this is the only review ive ever left on a game!  '),5
538,"I enjoy playing the game very much. If you want a relaxing game this is it.  Don't pass it by.  "")",5
539,"I love cashman but never enough credits. I really want to delete the app since I never have credits to play anyway. Hearts of Vegas has gotten slightly better with credits that's what I'm hoping will happen with cashman also. It says credits hourly but their very low. It says huge jackpots and that's a lie because you can't bet high enough without credits. The game eats the credits up extra fast  "")",5
544,"Overall it is a great game, but the controls are horrible. A lot of times, the game just won't let me move. I can't count how many times I have lost a game because of the controls messing up. Also, are the other players bots?  "")",4
545,"I\'ll give u 4 stars, only reason not 5 is because u make me feel like a loser when I start a new game and it warns ""this will mess up your collective score"" I have 1 thing to say about that! WFC do u need the acronym explained.  It is just a FKN game!  ')",4
548,Great game except when you pay for the bank to collect coins offline and it does not (waste of money there) everything else great.  '),4
551,Love this game i have saw hundreds of youtubers playing it and I have played it my self really good game.  '),5
552,"Great time fill game with good log in rewards. My only issue is the \'storyline\' disappears and it really becomes ""harvest 100 of this strain and 100 of that strain"" for no particular reason. I made it to level 46 before I was hit with these repeated targets in a row with no story progression. Everything runs smoothly and being able to buy and sell materials in game comes in handy.  ')",4
