,review_comments,star_rating
716,"Would be an amazing game - great graphics, wonderful music, simple but challenging gameplay - EXCEPT THAT HALF THE TIME WHENEVER I TAP IT WONT DO ANYTHING BUT ASK ME IF I WANT TO BUY PRIZES. I tried reinstalling the app. Didn't do anything. This... glitch... is  ruining the game. Can't play because whenever I tap the screen it just asks me to buy prizes. ÄÅ¸ËÂ¡ÄÅ¸ËÂ¡ÄÅ¸ËÂ¡ÄÅ¸Ë\xadÄÅ¸Ë\xadÄÅ¸Ë\xad  "")",3
717,"Gameplay is similar to minion rush but thr game it self tends to crash from time to time on my device, as usual ubisoft take your soul to offer ads or stops the game from launchingif you deny acces to your location.  ')",3
718,"Great game but so obviously fixed. Keeps letting you get to the stage where you have 1 square left to eliminate and then run out of moves or keeps giving you a rubbish combination of shapes so you have to waste coins buying extra moves or waste bonus powerups and then you also use those up so you have to  spend money buying extra ones. I wouldn't mind if it wasn't so blatantly fixed but I've been stuck on the same level for about 4 days now and it's getting a bit boring.  "")",2
721,"Terribly expensive, horrible win ratio on raids and titans and the game stopped giving out tokens to get good players a few months back. This game is a bust and a total rip off.  DO NOT invest any REAL money in this game  ')",2
723,"Like the game but waaaaaaaay too many ads. Like it's so annoying so I will be deleting this game. If you like to watch an ad every 30 seconds then this is the game for you. So stupid.  "")",1
724,"Horrible do not download, it keeps talking me to an add when I am not even on it, then when the add is finished you are back in the game with a pop up you can't get rid of, when you are playing a game where if you leave the game something happens and you are doing something important and an add pops up and you leave the game because this game came up you will wish you never got this game  "")",1
725,Would of got 5 stars.  But way too many ads.  Ads at the bottom of the game.  Ads while you play.   Ads to the next level.  Way tooooo many.  '),1
726,New update causes the app to crash when I try to play the 365 puzzles.  Seems like one glitch after another.  Time to shop around for a new game.  '),3
731,"This game could be fun, however the amount of ads they force you to watch made me uninstall. It also seems poorly optimized and lags quite a lot on my Nexus 6P, causing me to die and then have to sit through another add. I'd pay $2 to remove ads if the game ran smoother, but that's not the case.  "")",2
732,I cant open this game. It keeps crashing.  Install two times and the same.  '),1
736,"SOME OF YOUR ADS WILL NOT CLEAR AND LET ME BACK INTO THE GAME UNLESS I TURN MY TABLET COMPLETELY OFF AND THEN BACK ON AGAIN. CHECK YOUR DAMN ADS BEFORE YOU USE THEM!  POTENTIAL USERS:. DO NOT BE FOOLED BY THEIR DISCLAIMER THAT THIS IS FOR AN ""OLDER VERSION"". THEY SAY THAT AFTER A MINOR UPDATE.  ')",1
737,its actually a pretty fun game. the same pictures pop alot like there isnt much of a variety to it. most of the time i guess right and it tells me im wrong when clearly im roght about who the person is. needs a tune up. could be a whole lot better.  '),2
744,The ads are ridiculous! This use to be a great game. Are companies really that selfish to ruin such a great game by packing in so many ads like this? Its really sad :-/  '),3
745,"The game itself is wonderful,  however,  there are selections where the music is off or on the wrong part of the track.  Aside from that,  the ads overpower the fun of the game. I expect there to be ads,  but 15 to 30 second ads between every 2 levels is ridiculously annoying. I continue to play,  for now,  because the levels are enjoyable to play with the kids who,  by the way,  are also annoyed by the ads. I don't know how long this game will keep our attention.  "")",3
